#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
APOE	PPARG	9606.ENSP00000252486	9606.ENSP00000287820	0	0	0	0	0	0	0	0.776	0.776
APOE	MMP9	9606.ENSP00000252486	9606.ENSP00000361405	0	0	0	0	0	0	0	0.789	0.789
APOE	TNF	9606.ENSP00000252486	9606.ENSP00000398698	0	0	0	0	0	0	0	0.793	0.793
APOE	BDNF	9606.ENSP00000252486	9606.ENSP00000414303	0	0	0	0	0	0	0	0.810	0.810
APOE	MMP3	9606.ENSP00000252486	9606.ENSP00000299855	0	0	0	0	0	0.691	0	0.444	0.821
APOE	INS	9606.ENSP00000252486	9606.ENSP00000380432	0	0	0	0	0	0	0	0.848	0.848
APOE	PTGS2	9606.ENSP00000252486	9606.ENSP00000356438	0	0	0	0	0	0	0	0.890	0.890
APOE	LCAT	9606.ENSP00000252486	9606.ENSP00000264005	0	0	0	0	0.063	0.379	0.720	0.739	0.951
APOE	FN1	9606.ENSP00000252486	9606.ENSP00000346839	0	0	0	0	0.069	0	0.900	0.530	0.952
APOE	IL6	9606.ENSP00000252486	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0.702	0.969
APOE	LPL	9606.ENSP00000252486	9606.ENSP00000309757	0	0	0	0	0.098	0	0.900	0.797	0.980
APOE	APP	9606.ENSP00000252486	9606.ENSP00000284981	0	0	0	0	0.071	0.379	0.900	0.937	0.995
APOE	LDLR	9606.ENSP00000252486	9606.ENSP00000454071	0	0	0	0	0.057	0.379	0.900	0.948	0.996
APP	CETP	9606.ENSP00000284981	9606.ENSP00000200676	0	0	0	0	0	0	0.720	0.136	0.747
APP	HMOX1	9606.ENSP00000284981	9606.ENSP00000216117	0	0	0	0	0	0	0	0.421	0.420
APP	PLAT	9606.ENSP00000284981	9606.ENSP00000220809	0	0	0	0	0.091	0.159	0	0.392	0.495
APP	TGFB1	9606.ENSP00000284981	9606.ENSP00000221930	0	0	0	0	0	0.513	0.900	0.287	0.962
APP	PON1	9606.ENSP00000284981	9606.ENSP00000222381	0	0	0	0	0	0	0.720	0.322	0.802
APP	SERPINE1	9606.ENSP00000284981	9606.ENSP00000223095	0	0	0	0	0	0	0.900	0.250	0.921
APP	CCL2	9606.ENSP00000284981	9606.ENSP00000225831	0	0	0	0	0	0	0	0.445	0.445
APP	MAPK8IP1	9606.ENSP00000284981	9606.ENSP00000241014	0	0	0	0	0.155	0.541	0	0.714	0.879
APP	CAT	9606.ENSP00000284981	9606.ENSP00000241052	0	0	0	0	0.061	0.379	0	0.499	0.682
APP	CRP	9606.ENSP00000284981	9606.ENSP00000255030	0	0	0	0	0	0	0	0.450	0.450
APP	KRAS	9606.ENSP00000284981	9606.ENSP00000256078	0	0	0	0	0.063	0.050	0	0.439	0.457
APP	IL1B	9606.ENSP00000284981	9606.ENSP00000263341	0	0	0	0	0	0	0	0.699	0.699
APP	NOTCH3	9606.ENSP00000284981	9606.ENSP00000263388	0	0	0	0	0.096	0	0	0.403	0.437
APP	KDR	9606.ENSP00000284981	9606.ENSP00000263923	0	0	0	0	0.076	0.472	0	0.198	0.574
APP	PIK3CA	9606.ENSP00000284981	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.123	0.908
APP	LCAT	9606.ENSP00000284981	9606.ENSP00000264005	0	0	0	0	0	0	0.720	0.180	0.760
APP	FGF2	9606.ENSP00000284981	9606.ENSP00000264498	0	0	0	0	0.070	0	0	0.421	0.438
APP	TP53	9606.ENSP00000284981	9606.ENSP00000269305	0	0	0	0	0	0	0	0.717	0.717
APP	SOD1	9606.ENSP00000284981	9606.ENSP00000270142	0	0	0	0	0.050	0	0	0.735	0.738
APP	EGFR	9606.ENSP00000284981	9606.ENSP00000275493	0	0	0	0	0.146	0.393	0	0.503	0.720
APP	IL18	9606.ENSP00000284981	9606.ENSP00000280357	0	0	0	0	0	0	0	0.561	0.561
APP	PPARG	9606.ENSP00000284981	9606.ENSP00000287820	0	0	0	0	0	0	0	0.417	0.416
APP	LEP	9606.ENSP00000284981	9606.ENSP00000312652	0	0	0	0	0	0	0	0.418	0.418
APP	ECE1	9606.ENSP00000284981	9606.ENSP00000364028	0	0	0	0	0.074	0	0	0.399	0.420
APP	SOD2	9606.ENSP00000284981	9606.ENSP00000446252	0	0	0	0	0	0	0	0.431	0.431
APP	ESR1	9606.ENSP00000284981	9606.ENSP00000405330	0	0	0	0	0	0	0	0.440	0.440
APP	TLR4	9606.ENSP00000284981	9606.ENSP00000363089	0	0	0	0	0.061	0	0	0.441	0.452
APP	TTN	9606.ENSP00000284981	9606.ENSP00000467141	0	0	0	0	0.063	0	0	0.453	0.466
APP	IL10	9606.ENSP00000284981	9606.ENSP00000412237	0	0	0	0	0	0	0	0.478	0.478
APP	MMP9	9606.ENSP00000284981	9606.ENSP00000361405	0	0	0	0	0.060	0	0	0.474	0.485
APP	HMGCR	9606.ENSP00000284981	9606.ENSP00000287936	0	0	0	0	0	0	0	0.576	0.577
APP	CYCS	9606.ENSP00000284981	9606.ENSP00000307786	0	0	0	0	0	0	0	0.596	0.596
APP	LPL	9606.ENSP00000284981	9606.ENSP00000309757	0	0	0	0	0.061	0	0.540	0.212	0.629
APP	PTGS2	9606.ENSP00000284981	9606.ENSP00000356438	0	0	0	0	0.061	0.379	0	0.454	0.654
APP	SRC	9606.ENSP00000284981	9606.ENSP00000362680	0	0	0	0	0.088	0.397	0	0.464	0.680
APP	HSPA5	9606.ENSP00000284981	9606.ENSP00000324173	0	0	0	0	0.062	0	0	0.715	0.722
APP	TNF	9606.ENSP00000284981	9606.ENSP00000398698	0	0	0	0	0	0.302	0	0.725	0.800
APP	LDLR	9606.ENSP00000284981	9606.ENSP00000454071	0	0	0	0	0.062	0	0.540	0.604	0.814
APP	BDNF	9606.ENSP00000284981	9606.ENSP00000414303	0	0	0	0	0.092	0	0	0.818	0.828
APP	CASP3	9606.ENSP00000284981	9606.ENSP00000311032	0	0	0	0	0.062	0.682	0	0.665	0.891
APP	PPBP	9606.ENSP00000284981	9606.ENSP00000296028	0	0	0	0	0	0	0.900	0.087	0.904
APP	EDN1	9606.ENSP00000284981	9606.ENSP00000368683	0	0	0	0	0.065	0	0.900	0.269	0.925
APP	CXCL8	9606.ENSP00000284981	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.376	0.934
APP	GCG	9606.ENSP00000284981	9606.ENSP00000387662	0	0	0	0	0	0	0.900	0.380	0.935
APP	PLG	9606.ENSP00000284981	9606.ENSP00000308938	0	0	0	0	0	0.132	0.900	0.384	0.941
APP	VEGFA	9606.ENSP00000284981	9606.ENSP00000478570	0	0	0	0	0.067	0	0.900	0.440	0.943
APP	FN1	9606.ENSP00000284981	9606.ENSP00000346839	0	0	0	0	0.117	0	0.900	0.440	0.946
APP	IGF1	9606.ENSP00000284981	9606.ENSP00000302665	0	0	0	0	0	0	0.900	0.529	0.950
APP	IL6	9606.ENSP00000284981	9606.ENSP00000385675	0	0	0	0	0	0	0.900	0.589	0.957
APP	INS	9606.ENSP00000284981	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0.669	0.965
AR	MMP2	9606.ENSP00000363822	9606.ENSP00000219070	0	0	0	0	0.061	0	0	0.400	0.412
AR	CCND1	9606.ENSP00000363822	9606.ENSP00000227507	0	0	0	0	0.061	0.384	0.900	0.795	0.986
AR	KRAS	9606.ENSP00000363822	9606.ENSP00000256078	0	0	0	0	0	0.084	0	0.480	0.503
AR	KDR	9606.ENSP00000363822	9606.ENSP00000263923	0	0	0	0	0	0.051	0	0.414	0.420
AR	PIK3CA	9606.ENSP00000363822	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.473	0.945
AR	FGF2	9606.ENSP00000363822	9606.ENSP00000264498	0	0	0	0	0	0	0	0.422	0.422
AR	TP53	9606.ENSP00000363822	9606.ENSP00000269305	0	0	0	0	0	0.379	0	0.848	0.902
AR	SOD1	9606.ENSP00000363822	9606.ENSP00000270142	0	0	0	0	0	0	0	0.625	0.625
AR	EGFR	9606.ENSP00000363822	9606.ENSP00000275493	0	0	0	0	0.062	0.402	0	0.678	0.803
AR	VCAM1	9606.ENSP00000363822	9606.ENSP00000294728	0	0	0	0	0	0	0	0.528	0.528
AR	IGF1	9606.ENSP00000363822	9606.ENSP00000302665	0	0	0	0	0.061	0	0	0.818	0.822
AR	INSR	9606.ENSP00000363822	9606.ENSP00000303830	0	0	0	0	0.061	0.085	0	0.522	0.553
AR	CXCL8	9606.ENSP00000363822	9606.ENSP00000306512	0	0	0	0	0	0	0	0.638	0.638
AR	CYCS	9606.ENSP00000363822	9606.ENSP00000307786	0	0	0	0	0	0	0	0.424	0.424
AR	CASP3	9606.ENSP00000363822	9606.ENSP00000311032	0	0	0	0	0	0.390	0	0.600	0.746
AR	LEP	9606.ENSP00000363822	9606.ENSP00000312652	0	0	0	0	0	0	0	0.437	0.437
AR	MMP1	9606.ENSP00000363822	9606.ENSP00000322788	0	0	0	0	0.061	0	0	0.499	0.509
AR	HSPA5	9606.ENSP00000363822	9606.ENSP00000324173	0	0	0	0	0	0.299	0	0.569	0.685
AR	FN1	9606.ENSP00000363822	9606.ENSP00000346839	0	0	0	0	0.061	0	0	0.450	0.461
AR	NR3C2	9606.ENSP00000363822	9606.ENSP00000350815	0	0	0	0.779	0.061	0.379	0.900	0.670	0.945
AR	PTGS2	9606.ENSP00000363822	9606.ENSP00000356438	0	0	0	0	0	0.050	0	0.437	0.442
AR	PTEN	9606.ENSP00000363822	9606.ENSP00000361021	0	0	0	0	0	0.393	0	0.882	0.926
AR	MMP9	9606.ENSP00000363822	9606.ENSP00000361405	0	0	0	0	0	0	0	0.716	0.717
AR	SRC	9606.ENSP00000363822	9606.ENSP00000362680	0	0	0	0	0	0.407	0.900	0.857	0.990
AR	CEBPA	9606.ENSP00000363822	9606.ENSP00000427514	0	0	0	0	0	0.344	0	0.220	0.466
AR	G6PD	9606.ENSP00000363822	9606.ENSP00000377192	0	0	0	0	0	0	0	0.534	0.534
AR	EDN1	9606.ENSP00000363822	9606.ENSP00000368683	0	0	0	0	0	0	0	0.544	0.544
AR	ESR1	9606.ENSP00000363822	9606.ENSP00000405330	0	0	0	0.656	0.062	0.379	0	0.936	0.587
AR	HIF1A	9606.ENSP00000363822	9606.ENSP00000437955	0	0	0	0	0	0.413	0	0.378	0.619
AR	BDNF	9606.ENSP00000363822	9606.ENSP00000414303	0	0	0	0	0	0	0	0.625	0.625
AR	TNF	9606.ENSP00000363822	9606.ENSP00000398698	0	0	0	0	0	0	0	0.639	0.639
AR	INS	9606.ENSP00000363822	9606.ENSP00000380432	0	0	0	0	0	0	0	0.669	0.669
AR	VEGFA	9606.ENSP00000363822	9606.ENSP00000478570	0	0	0	0	0	0	0	0.742	0.742
AR	IL6	9606.ENSP00000363822	9606.ENSP00000385675	0	0	0	0	0	0	0	0.787	0.787
AR	CYP19A1	9606.ENSP00000363822	9606.ENSP00000379683	0	0	0	0	0	0.085	0	0.873	0.879
BDNF	TNFRSF1A	9606.ENSP00000414303	9606.ENSP00000162749	0	0	0	0	0	0	0	0.441	0.441
BDNF	HMOX1	9606.ENSP00000414303	9606.ENSP00000216117	0	0	0	0	0	0	0	0.473	0.473
BDNF	MMP2	9606.ENSP00000414303	9606.ENSP00000219070	0	0	0	0	0.060	0	0	0.399	0.410
BDNF	SLC6A2	9606.ENSP00000414303	9606.ENSP00000219833	0	0	0	0	0.061	0	0	0.510	0.520
BDNF	PLAT	9606.ENSP00000414303	9606.ENSP00000220809	0	0	0	0	0.076	0.102	0	0.440	0.494
BDNF	GSR	9606.ENSP00000414303	9606.ENSP00000221130	0	0	0	0	0	0	0	0.421	0.420
BDNF	TGFB1	9606.ENSP00000414303	9606.ENSP00000221930	0	0	0	0	0	0	0	0.593	0.593
BDNF	CCL2	9606.ENSP00000414303	9606.ENSP00000225831	0	0	0	0	0	0	0	0.538	0.538
BDNF	IL2	9606.ENSP00000414303	9606.ENSP00000226730	0	0	0	0	0	0	0	0.430	0.430
BDNF	IFNG	9606.ENSP00000414303	9606.ENSP00000229135	0	0	0	0	0	0	0	0.419	0.419
BDNF	IL4	9606.ENSP00000414303	9606.ENSP00000231449	0	0	0	0	0	0	0	0.695	0.695
BDNF	CAT	9606.ENSP00000414303	9606.ENSP00000241052	0	0	0	0	0	0	0	0.492	0.491
BDNF	CRP	9606.ENSP00000414303	9606.ENSP00000255030	0	0	0	0	0	0	0	0.671	0.671
BDNF	KRAS	9606.ENSP00000414303	9606.ENSP00000256078	0	0	0	0	0	0	0.900	0.286	0.925
BDNF	IL1B	9606.ENSP00000414303	9606.ENSP00000263341	0	0	0	0	0	0	0	0.798	0.798
BDNF	KDR	9606.ENSP00000414303	9606.ENSP00000263923	0	0	0	0	0	0	0.600	0.443	0.768
BDNF	PIK3CA	9606.ENSP00000414303	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0.168	0.913
BDNF	FGF2	9606.ENSP00000414303	9606.ENSP00000264498	0	0	0	0	0.110	0	0	0.906	0.913
BDNF	ICAM1	9606.ENSP00000414303	9606.ENSP00000264832	0	0	0	0	0	0	0	0.600	0.600
BDNF	TP53	9606.ENSP00000414303	9606.ENSP00000269305	0	0	0	0	0	0	0.900	0.530	0.950
BDNF	SOD1	9606.ENSP00000414303	9606.ENSP00000270142	0	0	0	0	0	0	0	0.560	0.560
BDNF	EGFR	9606.ENSP00000414303	9606.ENSP00000275493	0	0	0	0	0.132	0	0.600	0.541	0.826
BDNF	HMGCR	9606.ENSP00000414303	9606.ENSP00000287936	0	0	0	0	0	0	0	0.504	0.504
BDNF	NOS3	9606.ENSP00000414303	9606.ENSP00000297494	0	0	0	0	0	0.379	0	0.683	0.795
BDNF	MMP3	9606.ENSP00000414303	9606.ENSP00000299855	0	0	0	0	0	0	0.900	0.308	0.927
BDNF	IGF1	9606.ENSP00000414303	9606.ENSP00000302665	0	0	0	0	0	0	0	0.893	0.894
BDNF	INSR	9606.ENSP00000414303	9606.ENSP00000303830	0	0	0	0	0	0.185	0.600	0.205	0.718
BDNF	CXCL8	9606.ENSP00000414303	9606.ENSP00000306512	0	0	0	0	0	0	0	0.490	0.489
BDNF	CYCS	9606.ENSP00000414303	9606.ENSP00000307786	0	0	0	0	0	0	0	0.526	0.526
BDNF	PLG	9606.ENSP00000414303	9606.ENSP00000308938	0	0	0	0	0	0.102	0.900	0.547	0.955
BDNF	CASP3	9606.ENSP00000414303	9606.ENSP00000311032	0	0	0	0	0	0	0	0.683	0.683
BDNF	LEP	9606.ENSP00000414303	9606.ENSP00000312652	0	0	0	0	0	0	0	0.812	0.812
BDNF	MMP1	9606.ENSP00000414303	9606.ENSP00000322788	0	0	0	0	0.061	0	0	0.536	0.546
BDNF	HSPA5	9606.ENSP00000414303	9606.ENSP00000324173	0	0	0	0	0	0	0	0.561	0.561
BDNF	FN1	9606.ENSP00000414303	9606.ENSP00000346839	0	0	0	0	0.087	0	0	0.547	0.568
BDNF	NR3C2	9606.ENSP00000414303	9606.ENSP00000350815	0	0	0	0	0	0	0	0.427	0.427
BDNF	PTGS2	9606.ENSP00000414303	9606.ENSP00000356438	0	0	0	0	0.061	0	0	0.521	0.531
BDNF	PTEN	9606.ENSP00000414303	9606.ENSP00000361021	0	0	0	0	0	0	0	0.471	0.471
BDNF	MMP9	9606.ENSP00000414303	9606.ENSP00000361405	0	0	0	0	0	0	0	0.700	0.700
BDNF	SRC	9606.ENSP00000414303	9606.ENSP00000362680	0	0	0	0	0	0.185	0	0.532	0.602
BDNF	TLR4	9606.ENSP00000414303	9606.ENSP00000363089	0	0	0	0	0	0.094	0	0.473	0.502
BDNF	INS	9606.ENSP00000414303	9606.ENSP00000380432	0	0	0	0	0	0	0	0.715	0.715
BDNF	IL6	9606.ENSP00000414303	9606.ENSP00000385675	0	0	0	0	0	0	0	0.811	0.811
BDNF	GCG	9606.ENSP00000414303	9606.ENSP00000387662	0	0	0	0	0	0	0	0.408	0.408
BDNF	TNF	9606.ENSP00000414303	9606.ENSP00000398698	0	0	0	0	0	0	0	0.805	0.805
BDNF	ESR1	9606.ENSP00000414303	9606.ENSP00000405330	0	0	0	0	0	0.379	0	0.520	0.689
BDNF	IL10	9606.ENSP00000414303	9606.ENSP00000412237	0	0	0	0	0	0	0	0.613	0.613
BDNF	NOS1	9606.ENSP00000414303	9606.ENSP00000477999	0	0	0	0	0	0	0	0.685	0.685
BDNF	VEGFA	9606.ENSP00000414303	9606.ENSP00000478570	0	0	0	0	0	0	0	0.871	0.871
CASP3	TNFRSF1A	9606.ENSP00000311032	9606.ENSP00000162749	0	0	0	0	0	0	0	0.702	0.702
CASP3	HMOX1	9606.ENSP00000311032	9606.ENSP00000216117	0	0	0	0	0	0	0	0.726	0.726
CASP3	MMP2	9606.ENSP00000311032	9606.ENSP00000219070	0	0	0	0	0	0	0	0.669	0.669
CASP3	GSR	9606.ENSP00000311032	9606.ENSP00000221130	0	0	0	0	0	0	0	0.590	0.590
CASP3	TGFB1	9606.ENSP00000311032	9606.ENSP00000221930	0	0	0	0	0	0	0	0.481	0.481
CASP3	SERPINE1	9606.ENSP00000311032	9606.ENSP00000223095	0	0	0	0	0	0	0	0.455	0.455
CASP3	MPO	9606.ENSP00000311032	9606.ENSP00000225275	0	0	0	0	0	0	0	0.699	0.699
CASP3	CCL2	9606.ENSP00000311032	9606.ENSP00000225831	0	0	0	0	0.050	0	0	0.630	0.633
CASP3	IL2	9606.ENSP00000311032	9606.ENSP00000226730	0	0	0	0	0	0	0	0.575	0.575
CASP3	CCND1	9606.ENSP00000311032	9606.ENSP00000227507	0	0	0	0	0.061	0	0	0.851	0.854
CASP3	IFNG	9606.ENSP00000311032	9606.ENSP00000229135	0	0	0	0	0	0	0	0.538	0.538
CASP3	IL4	9606.ENSP00000311032	9606.ENSP00000231449	0	0	0	0	0	0	0	0.544	0.544
CASP3	CAT	9606.ENSP00000311032	9606.ENSP00000241052	0	0	0	0	0	0	0	0.781	0.781
CASP3	CRP	9606.ENSP00000311032	9606.ENSP00000255030	0	0	0	0	0	0	0	0.471	0.471
CASP3	KRAS	9606.ENSP00000311032	9606.ENSP00000256078	0	0	0	0	0.063	0.064	0	0.624	0.641
CASP3	IL1B	9606.ENSP00000311032	9606.ENSP00000263341	0	0	0	0	0	0.074	0	0.824	0.831
CASP3	KDR	9606.ENSP00000311032	9606.ENSP00000263923	0	0	0	0	0	0	0	0.594	0.594
CASP3	PIK3CA	9606.ENSP00000311032	9606.ENSP00000263967	0	0	0	0	0	0.108	0	0.448	0.487
CASP3	FGF2	9606.ENSP00000311032	9606.ENSP00000264498	0	0	0	0	0	0	0	0.666	0.666
CASP3	ICAM1	9606.ENSP00000311032	9606.ENSP00000264832	0	0	0	0	0	0	0	0.620	0.620
CASP3	TP53	9606.ENSP00000311032	9606.ENSP00000269305	0	0	0	0	0.061	0	0	0.942	0.944
CASP3	SOD1	9606.ENSP00000311032	9606.ENSP00000270142	0	0	0	0	0	0.092	0	0.630	0.650
CASP3	EGFR	9606.ENSP00000311032	9606.ENSP00000275493	0	0	0	0	0	0.050	0	0.748	0.751
CASP3	IL18	9606.ENSP00000311032	9606.ENSP00000280357	0	0	0	0	0.061	0.379	0	0.573	0.729
CASP3	PPARG	9606.ENSP00000311032	9606.ENSP00000287820	0	0	0	0	0	0.058	0	0.571	0.578
CASP3	VCAM1	9606.ENSP00000311032	9606.ENSP00000294728	0	0	0	0	0.053	0	0	0.522	0.528
CASP3	CSF2	9606.ENSP00000311032	9606.ENSP00000296871	0	0	0	0	0	0	0	0.511	0.511
CASP3	NOS3	9606.ENSP00000311032	9606.ENSP00000297494	0	0	0	0	0	0	0	0.793	0.793
CASP3	MMP3	9606.ENSP00000311032	9606.ENSP00000299855	0	0	0	0	0	0	0	0.657	0.657
CASP3	IGF1	9606.ENSP00000311032	9606.ENSP00000302665	0	0	0	0	0	0	0	0.684	0.684
CASP3	CXCL8	9606.ENSP00000311032	9606.ENSP00000306512	0	0	0	0	0	0	0	0.649	0.649
CASP3	CYCS	9606.ENSP00000311032	9606.ENSP00000307786	0	0	0	0	0.063	0	0.900	0.959	0.995
CASP3	PLG	9606.ENSP00000311032	9606.ENSP00000308938	0	0	0	0	0.063	0.056	0	0.477	0.497
CASP3	TERT	9606.ENSP00000311032	9606.ENSP00000309572	0	0	0	0	0	0	0	0.474	0.474
CASP3	CD40LG	9606.ENSP00000311032	9606.ENSP00000359663	0	0	0	0	0	0.055	0	0.418	0.426
CASP3	SELE	9606.ENSP00000311032	9606.ENSP00000331736	0	0	0	0	0	0	0	0.428	0.428
CASP3	CYP19A1	9606.ENSP00000311032	9606.ENSP00000379683	0	0	0	0	0	0	0	0.436	0.436
CASP3	MMP1	9606.ENSP00000311032	9606.ENSP00000322788	0	0	0	0	0	0	0	0.453	0.453
CASP3	CD40	9606.ENSP00000311032	9606.ENSP00000361359	0	0	0	0	0	0	0	0.473	0.473
CASP3	LEP	9606.ENSP00000311032	9606.ENSP00000312652	0	0	0	0	0	0	0	0.481	0.481
CASP3	NOS1	9606.ENSP00000311032	9606.ENSP00000477999	0	0	0	0	0	0	0	0.482	0.482
CASP3	LTA	9606.ENSP00000311032	9606.ENSP00000403495	0	0	0	0	0	0.263	0	0.329	0.484
CASP3	EDN1	9606.ENSP00000311032	9606.ENSP00000368683	0	0	0	0	0	0	0	0.512	0.512
CASP3	NOS2	9606.ENSP00000311032	9606.ENSP00000327251	0	0	0	0	0	0	0	0.533	0.533
CASP3	HIF1A	9606.ENSP00000311032	9606.ENSP00000437955	0	0	0	0	0	0	0	0.559	0.559
CASP3	GCG	9606.ENSP00000311032	9606.ENSP00000387662	0	0	0	0	0	0	0	0.575	0.575
CASP3	FN1	9606.ENSP00000311032	9606.ENSP00000346839	0	0	0	0	0	0	0	0.651	0.651
CASP3	SOD2	9606.ENSP00000311032	9606.ENSP00000446252	0	0	0	0	0	0	0	0.664	0.664
CASP3	ESR1	9606.ENSP00000311032	9606.ENSP00000405330	0	0	0	0	0	0.058	0	0.659	0.665
CASP3	IL10	9606.ENSP00000311032	9606.ENSP00000412237	0	0	0	0	0	0	0	0.669	0.669
CASP3	TLR4	9606.ENSP00000311032	9606.ENSP00000363089	0	0	0	0	0	0.080	0	0.661	0.675
CASP3	SRC	9606.ENSP00000311032	9606.ENSP00000362680	0	0	0	0	0	0.064	0	0.675	0.683
CASP3	PTGS2	9606.ENSP00000311032	9606.ENSP00000356438	0	0	0	0	0	0	0	0.685	0.685
CASP3	PECAM1	9606.ENSP00000311032	9606.ENSP00000457421	0	0	0	0	0	0	0	0.705	0.705
CASP3	MMP9	9606.ENSP00000311032	9606.ENSP00000361405	0	0	0	0	0.063	0	0	0.716	0.723
CASP3	VEGFA	9606.ENSP00000311032	9606.ENSP00000478570	0	0	0	0	0	0	0	0.737	0.737
CASP3	IL6	9606.ENSP00000311032	9606.ENSP00000385675	0	0	0	0	0	0	0	0.771	0.771
CASP3	HSPA5	9606.ENSP00000311032	9606.ENSP00000324173	0	0	0	0	0	0.068	0	0.765	0.772
CASP3	PTEN	9606.ENSP00000311032	9606.ENSP00000361021	0	0	0	0	0.062	0	0	0.771	0.776
CASP3	INS	9606.ENSP00000311032	9606.ENSP00000380432	0	0	0	0	0	0	0	0.780	0.780
CASP3	TNF	9606.ENSP00000311032	9606.ENSP00000398698	0	0	0	0	0	0.302	0	0.825	0.873
CASP3	PRKCD	9606.ENSP00000311032	9606.ENSP00000378217	0	0	0	0	0	0	0.900	0.556	0.953
CAT	HMOX1	9606.ENSP00000241052	9606.ENSP00000216117	0	0	0	0	0.062	0.194	0	0.883	0.904
CAT	MMP2	9606.ENSP00000241052	9606.ENSP00000219070	0	0	0	0	0	0	0	0.446	0.446
CAT	GSR	9606.ENSP00000241052	9606.ENSP00000221130	0	0	0	0	0.225	0.457	0	0.972	0.987
CAT	TGFB1	9606.ENSP00000241052	9606.ENSP00000221930	0	0	0	0	0	0	0	0.403	0.403
CAT	PON1	9606.ENSP00000241052	9606.ENSP00000222381	0	0	0	0	0.062	0	0	0.591	0.600
CAT	SERPINE1	9606.ENSP00000241052	9606.ENSP00000223095	0	0	0	0	0	0	0	0.410	0.410
CAT	MPO	9606.ENSP00000241052	9606.ENSP00000225275	0	0	0	0	0.061	0.131	0	0.844	0.862
CAT	CCL2	9606.ENSP00000241052	9606.ENSP00000225831	0	0	0	0	0	0	0	0.556	0.556
CAT	IL2	9606.ENSP00000241052	9606.ENSP00000226730	0	0	0	0	0	0	0	0.473	0.473
CAT	CCND1	9606.ENSP00000241052	9606.ENSP00000227507	0	0	0	0	0	0	0	0.421	0.421
CAT	IFNG	9606.ENSP00000241052	9606.ENSP00000229135	0	0	0	0	0	0	0	0.480	0.480
CAT	IL4	9606.ENSP00000241052	9606.ENSP00000231449	0	0	0	0	0	0	0	0.444	0.444
CAT	GCG	9606.ENSP00000241052	9606.ENSP00000387662	0	0	0	0	0	0	0	0.417	0.417
CAT	PLG	9606.ENSP00000241052	9606.ENSP00000308938	0	0	0	0	0.064	0.072	0	0.413	0.446
CAT	LPL	9606.ENSP00000241052	9606.ENSP00000309757	0	0	0	0	0	0	0	0.453	0.453
CAT	SELE	9606.ENSP00000241052	9606.ENSP00000331736	0	0	0	0	0.049	0	0	0.455	0.459
CAT	PTPN1	9606.ENSP00000241052	9606.ENSP00000360683	0	0	0	0	0.055	0	0	0.459	0.467
CAT	ESR1	9606.ENSP00000241052	9606.ENSP00000405330	0	0	0	0	0.062	0.119	0	0.408	0.468
CAT	HIF1A	9606.ENSP00000241052	9606.ENSP00000437955	0	0	0	0	0	0	0	0.472	0.472
CAT	FN1	9606.ENSP00000241052	9606.ENSP00000346839	0	0	0	0	0	0	0	0.477	0.477
CAT	PPARA	9606.ENSP00000241052	9606.ENSP00000385523	0	0	0	0	0.062	0	0	0.472	0.483
CAT	VCAM1	9606.ENSP00000241052	9606.ENSP00000294728	0	0	0	0	0	0	0	0.486	0.486
CAT	EGFR	9606.ENSP00000241052	9606.ENSP00000275493	0	0	0	0	0.061	0	0	0.480	0.491
CAT	PTEN	9606.ENSP00000241052	9606.ENSP00000361021	0	0	0	0	0.053	0	0	0.497	0.503
CAT	SRC	9606.ENSP00000241052	9606.ENSP00000362680	0.043	0	0	0	0	0.073	0	0.493	0.511
CAT	LEP	9606.ENSP00000241052	9606.ENSP00000312652	0	0	0	0	0	0	0	0.524	0.524
CAT	SLC2A4	9606.ENSP00000241052	9606.ENSP00000320935	0	0	0	0	0.051	0.051	0	0.519	0.529
CAT	IGF1	9606.ENSP00000241052	9606.ENSP00000302665	0	0	0	0	0.062	0	0	0.519	0.529
CAT	MMP9	9606.ENSP00000241052	9606.ENSP00000361405	0	0	0	0	0	0	0	0.531	0.531
CAT	TLR4	9606.ENSP00000241052	9606.ENSP00000363089	0	0	0	0	0.060	0.050	0	0.522	0.536
CAT	EDN1	9606.ENSP00000241052	9606.ENSP00000368683	0	0	0	0	0	0	0	0.548	0.548
CAT	ICAM1	9606.ENSP00000241052	9606.ENSP00000264832	0	0	0	0	0	0	0	0.556	0.556
CAT	HMGCR	9606.ENSP00000241052	9606.ENSP00000287936	0	0	0	0	0	0	0	0.563	0.563
CAT	PPARG	9606.ENSP00000241052	9606.ENSP00000287820	0	0	0	0	0	0	0	0.570	0.570
CAT	VEGFA	9606.ENSP00000241052	9606.ENSP00000478570	0	0	0	0	0	0	0	0.579	0.579
CAT	CXCL8	9606.ENSP00000241052	9606.ENSP00000306512	0	0	0	0	0	0	0	0.581	0.581
CAT	IL10	9606.ENSP00000241052	9606.ENSP00000412237	0	0	0	0	0	0	0	0.595	0.595
